id_projeto,situacao,score_temporal_v2,desc_nome,sistema_resp,natureza_intervencao,especie_intervencao,atraso_observavel_dias,faixa_temporal_v2,score_financeiro_v2,valor_planejado_utilizavel_total,financeiro_comparavel_v2,faixa_financeira_v2,motivo_financeiro,score_fisico_v2,fisico_calculavel_v2,motivo_calculabilidade,percentual_numerico,progresso_linear_esperado,score_situacao_v2,fisico_esperado_v2,tem_temporal,tem_situacao,tem_financeiro,tem_fisico,qtd_componentes_esperados,qtd_componentes_disponiveis,ipi_completo_v2,motivo_completude,ipi_v2,ipi_v2_exibicao,prioridade_A_ipi_v2_estrito,calculavel_A,calculavel_B,prioridade_B_3_componentes,calculavel_C,prioridade_C_2_componentes,tem_temporal_final,tem_situacao_final,tem_financeiro_final,ipi_final_calculavel,ipi_final,contrib_temporal_ipi,contrib_situacao_ipi,contrib_financeiro_ipi,ipi_final_por_pesos,motivo_ipi_final,sinal_fisico_disponivel,posicao_ipi_final,qtd_pins,qtd_pins_coordenada_completa,qtd_pins_validos_sc,qtd_pins_invalidos_ou_fora_sc,qualidade_localizacao,tem_ponto_representativo,indice_pin_representativo,latitude_representativa,longitude_representativa,soma_distancias_medoide_km,apto_localizacao_rota,id_local,id_tarefa,tempo_servico_min,premio_ipi,qtd_projetos_coordenada,coordenada_exclusiva,coordenada_compartilhada,apta_rota_automatica_v1,classe_uso_espacial_v1
134199.42-00,Cadastrada,0,Pavimentação de Estrada Geral de Sorocaba de Fora,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,4005857.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1697,1,1,1,0,localizacao_valida,True,0.0,-27.37643,-48.69734,0.0,True,L1030,P_134199.42-00,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
134203.42-07,Cadastrada,0,Implantação de Infraestrutura no Parque Urbano no município de Maravilha/SC,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,1934000.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1698,1,1,1,0,localizacao_valida,True,0.0,-26.77722,-53.16438,0.0,True,L2252,P_134203.42-07,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
134272.42-36,Cadastrada,0,Elaboração de projetos básicos e executivos de engenharia na BR-282/SC,CIPI,Projeto,Recuperação,0.0,sem_atraso_observavel,80.0,3068946.14,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1701,1,1,1,0,localizacao_valida,True,0.0,-27.822656447004,-49.56971911,0.0,True,L0492,P_134272.42-36,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
134284.42-83,Cadastrada,0,Elaboração de projetos básicos e executivos de engenharia na BR-282/SC,CIPI,Projeto,Recuperação,0.0,sem_atraso_observavel,80.0,3542327.9,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1702,1,1,1,0,localizacao_valida,True,0.0,-27.7373324767164,-50.01182893,0.0,True,L0540,P_134284.42-83,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
134285.42-29,Cadastrada,0,Elaboração de projetos básicos e executivos de engenharia na BR-282/SC,CIPI,Projeto,Recuperação,0.0,sem_atraso_observavel,80.0,1951997.77,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1703,1,1,1,0,localizacao_valida,True,0.0,-27.7980132069209,-50.3058135,0.0,True,L0510,P_134285.42-29,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
134349.42-52,Cadastrada,0,Asfalto Sao Donato,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,1924650.04,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1704,1,1,1,0,localizacao_valida,True,0.0,-26.55153,-53.04142,0.0,True,L2468,P_134349.42-52,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
135030.42-73,Cadastrada,0,"Regularização fundiária urbana do bairro Vila Vitória e Ponta das Pedras, no município de Laguna/SC",Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,2214171.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1705,3,3,3,0,localizacao_valida,True,2.0,-28.49514,-48.78367,0.9249123410334102,True,L0241,P_135030.42-73,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
135450.42-35,Cadastrada,0,Pavimentação e Qualificação viária no Perímetro Urbano do Município de Praia Grande/SC.,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,1992875.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1707,7,7,7,0,localizacao_valida,True,4.0,-29.19271,-49.95648,4.867511137756313,True,L0015,P_135450.42-35,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
135749.42-80,Cadastrada,0,Ampliação da Praça Charles Maximiliano Luiz Van Lede no município de Ilhota/SC,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,2500000.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1708,2,2,2,0,localizacao_valida,True,0.0,-26.90215,-48.82843,0.0777116452614441,True,L1999,P_135749.42-80,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
135848.42-01,Cadastrada,0,"Pavimentação de acesso a 5ª Cachoeira, conhecida como Cachoeira Três Princesas, no município de Chapecó/SC",Transferegov.br,Obra,Recuperação,0.0,sem_atraso_observavel,80.0,2000000.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1709,2,2,2,0,localizacao_valida,True,0.0,-27.23291,-52.67021,2.8001489726007494,True,L1259,P_135848.42-01,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
136821.42-49,Cadastrada,0,"Pavimentação asfáltica, drenagem pluvial, sinalização viária e passeios das Ruas Silvino Ciarini, Rua A do Lot. Balbinot  e Rua Albino Bolsi.",Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,2900813.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1710,3,3,3,0,localizacao_valida,True,0.0,-27.23113,-52.04748,19.891030608850336,True,L1263,P_136821.42-49,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
137729.42-13,Cadastrada,0,Creche  Municipal,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,3507566.7,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1712,1,1,1,0,localizacao_valida,True,0.0,-26.62216,-53.20097,0.0,True,L2406,P_137729.42-13,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
138233.42-59,Cadastrada,0,Readequação do acesso à Orla Marítima do Molhe da Barra Norte no município de Balneário Camboriú/SC,Transferegov.br,Obra,Ampliação,0.0,sem_atraso_observavel,80.0,2296651.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1713,1,1,1,0,localizacao_valida,True,0.0,-26.97146,-48.63218,0.0,True,L1845,P_138233.42-59,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
138250.42-25,Cadastrada,0,EMEBI Pe ClÃ¡udio Longen,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,1822227.16,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1714,1,1,1,0,localizacao_valida,True,0.0,-26.25998,-49.50233,0.0,True,L2748,P_138250.42-25,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
139138.42-97,Cadastrada,0,Ampliação Cozinha do Refeitório no Campus Concórdia,CIPI,Obra,Ampliação,0.0,sem_atraso_observavel,80.0,2253614.87,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1715,1,1,1,0,localizacao_valida,True,0.0,-27.20581579410375,-52.0832581688348,0.0,True,L1310,P_139138.42-97,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
139896.42-75,Cadastrada,0,"Construção de Pontes nas Comunidades de Carazinho, Boaiadeiro e Lageado dos Pereira, Interior do município de Vargem/SC.",Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,2393000.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1716,3,3,3,0,localizacao_valida,True,0.0,-27.4001,-50.8991,8.431614785577857,True,L0986,P_139896.42-75,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
21769.42-09,Cadastrada,0,Pavimentação de via no Município de Braço do Trombudo/SC.,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,3000000.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1718,1,1,1,0,localizacao_valida,True,0.0,-27.33437,-49.88213,0.0,True,L1061,P_21769.42-09,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
26234.42-90,Cadastrada,0,"Aquisição de equipamento para a realização da coleta seletiva em 5 municípios participantes do PIGIRS da região serrana, sendo eles: Bocaina, B. Jardim da Serra, C. Belo, C. Alto, C. Negro e Urupema",Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,2484970.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1719,1,1,1,0,localizacao_valida,True,0.0,-27.74189,-49.94619,0.0,True,L0538,P_26234.42-90,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
30904.42-00,Cadastrada,0,Pavimentação de Acesso a Orla do Rio dos Alagados no município de Bom Jardim da Serra/SCPavimentação de Acesso a Orla do Rio dos Alagados no município de Bom Jardim da Serra/SC,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,2218438.2,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1720,1,1,1,0,localizacao_valida,True,0.0,-28.30723,-49.61724,0.0,True,L0339,P_30904.42-00,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
32948.42-43,Cadastrada,0,Saneamento integrado: Drenagem e Pavimentação de vias no município Videira-SC,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,4000000.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1721,1,1,1,0,localizacao_valida,True,0.0,-27.00533,-51.15187,0.0,True,L1777,P_32948.42-43,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
35658.42-33,Cadastrada,0,"Limpeza, retaludamento e contenção de encostas em trechos do Ribeirão Canoas no Município de Rio do SuL/SC",Transferegov.br,Obra,Recuperação,0.0,sem_atraso_observavel,80.0,2000000.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1722,1,1,1,0,localizacao_valida,True,0.0,-27.20811,-49.65055,0.0,True,L1305,P_35658.42-33,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
37967.42-27,Cadastrada,0,Regularização Fundiária,Transferegov.br,Projeto,Construção,0.0,sem_atraso_observavel,80.0,2407486.17,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1725,16,16,16,0,localizacao_valida,True,12.0,-27.54281,-48.50028,102.57204680394538,True,L0833,P_37967.42-27,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
39333.42-49,Cadastrada,0,Obras de Contenção de Encostas no município de Bom Retiro/SC,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,2642573.44,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1726,4,4,4,0,localizacao_valida,True,3.0,-27.80996,-49.49387,0.3906907072614013,True,L0497,P_39333.42-49,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
40261.42-08,Cadastrada,0,CEU da Cultura - Barra Velha,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,2578622.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1727,1,1,1,0,localizacao_valida,True,0.0,-26.61866,-48.68522,0.0,True,L2412,P_40261.42-08,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
40266.42-80,Cadastrada,0,CEU da Cultura - Palhoça,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,2578622.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1728,1,1,1,0,localizacao_valida,True,0.0,-27.6797,-48.64244,0.0,True,L0581,P_40266.42-80,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
40271.42-75,Cadastrada,0,CEU da Cultura - Balneário Piçarras,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,2578622.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1729,1,1,1,0,localizacao_valida,True,0.0,-26.73961,-48.6965,0.0,True,L2296,P_40271.42-75,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
40276.42-47,Cadastrada,0,CEU da Cultura - Florianópolis,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,2578622.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1730,1,1,1,0,localizacao_valida,True,0.0,-27.68296,-48.4991,0.0,True,L0578,P_40276.42-47,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
40281.42-32,Cadastrada,0,CEU da Cultura - Joinville,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,2578622.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1731,1,1,1,0,localizacao_valida,True,0.0,-26.33701,-48.79489,0.0,True,L2676,P_40281.42-32,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
41260.42-30,Cadastrada,0,Sistema de Abastecimento de Riqueza e Iporã do Oeste,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,2553005.46,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1732,6,6,6,0,localizacao_valida,True,3.0,-26.96718,-53.45707,26.560515733514027,True,L1854,P_41260.42-30,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
43161.42-87,Cadastrada,0,OBRA DE PAVIMENTAÇÃO DA RUA TBO-010,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,4601889.84,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1736,1,1,1,0,localizacao_valida,True,0.0,-26.79862,-49.27117,0.0,True,L2215,P_43161.42-87,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
43648.42-08,Cadastrada,0,Implantação de Sistema de Abastecimento de Água na zona urbana do Município de Garuva/SC,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,2605622.27,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1737,1,1,1,0,localizacao_valida,True,0.0,-26.02962,-48.85547,0.0,True,L2843,P_43648.42-08,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
43785.42-66,Cadastrada,0,AMPLIAÇÃO DO SISTEMA DE ABASTECIMENTO DE ÁGUA DO SAMAE - SERVIÇO AUTÔNOMO MUNICIPAL DE ÁGUA E ESGOTO DE TIJUCAS/SC,Transferegov.br,Obra,Ampliação,0.0,sem_atraso_observavel,80.0,4000000.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1738,1,1,1,0,localizacao_valida,True,0.0,-27.28029,-48.70143,0.0,True,L1176,P_43785.42-66,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
44311.42-96,Cadastrada,0,Sedec - Recuperação de Infraestrutura afetada por desastre 59053.013991/2024-01,CIPI,Obra,Recuperação,0.0,sem_atraso_observavel,80.0,4230514.57,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1740,1,1,1,0,localizacao_valida,True,0.0,-27.2550000233136,-49.65416,0.0,True,L1225,P_44311.42-96,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
45245.42-04,Cadastrada,0,Sedec - Recuperação de Infraestrutura afetada por desastre 59053.011911/2023-94,CIPI,Obra,Recuperação,0.0,sem_atraso_observavel,80.0,4745939.06,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1742,1,1,1,0,localizacao_valida,True,0.0,-27.4533300236518,-50.98861,0.0,True,L0937,P_45245.42-04,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
46009.42-03,Cadastrada,0,Construção de 25 unidades habitacionais,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,3250000.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1743,1,1,1,0,localizacao_valida,True,0.0,-27.26328,-48.80117,0.0,True,L1214,P_46009.42-03,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
46020.42-40,Cadastrada,0,CONSTRUÇÃO DE 20 UNIDADES HABITACIONAIS,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,2730000.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1744,1,1,1,0,localizacao_valida,True,0.0,-26.58218,-50.25191,0.0,True,L2444,P_46020.42-40,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
46081.42-80,Cadastrada,0,Construção de 20 unidades habitacionais no município de Ituporanga/SC,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,2600000.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1745,1,1,1,0,localizacao_valida,True,0.0,-27.43525,-49.59915,0.0,True,L0945,P_46081.42-80,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
46615.42-94,Cadastrada,0,Produção/Construção de 25 unidades habitacionais,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,3250000.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1746,1,1,1,0,localizacao_valida,True,0.0,-26.74302,-49.25296,0.0,True,L2286,P_46615.42-94,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
46737.42-00,Cadastrada,0,Produção de Unidades Habitacionais em Grão-Pará/SC,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,3706250.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1747,1,1,1,0,localizacao_valida,True,0.0,-28.18917,-49.20954,0.0,True,L0382,P_46737.42-00,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
46742.42-95,Cadastrada,0,Produção de Unidades Habitacionais em Otacílio Costa/SC,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,3250000.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1748,1,1,1,0,localizacao_valida,True,0.0,-27.48078,-50.1258,0.0,True,L0917,P_46742.42-95,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
46853.42-87,Cadastrada,0,CONSTRUÇÃO DE UNIDADES HABITACIONAIS PROGRAMA FNHISSUB 50,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,3420000.0,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1749,1,1,1,0,localizacao_valida,True,0.0,-27.28569,-50.59727,0.0,True,L1149,P_46853.42-87,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
50009.42-09,Cadastrada,0,Construção de Unidades Habitacionais,Transferegov.br,Obra,Construção,0.0,sem_atraso_observavel,80.0,4585195.1,True,P75_a_P90,05_com_investimento_utilizavel,,,,,,0,False,True,True,True,False,3,3,True,completo,26.666666666666668,26.67,26.666666666666668,True,True,26.666666666666668,True,0.0,True,True,True,True,26.666666666666668,0.0,0.0,26.666666666666664,26.666666666666664,calculavel,False,1750,1,1,1,0,localizacao_valida,True,0.0,-26.03071,-48.50248,0.0,True,L2842,P_50009.42-09,45.0,26.666666666666668,1,True,False,True,rota_automatica_v1
